label,article
0,"Bukod sa apat, sinuspinde rin ang Technology Resource Center (TRC) Chief Accountant Marivic Jover; Gondelina Amata, presidente ng National Livelihood Development Corporation (NLDC); at apat na opisyal at empleyado ng NLDC na sina Emmanuel Alexis Sevidal, Chita Jalandoni, Sofia Cruz at Gregoria Buenaventura."
0," Ayon kay SPO1 Jaycee Calma, may hawak ng kaso, ang namatay sa sunog ay kinilalang si Judy David, 5. Sugatan si Ramil Tanedo, 6; Angelo Mendoza Baun, 3; at Angel Canlas, 9, pawang mga residente ng nasabing barangay na agad na dinala sa Tarlac Provincial Hospital. Batay sa salaysay ni Ramon Tanedo, 65, na agad namang tumulong sa mga biktima, minamaneho ni Canlas ang tribike nang dumaan sila sa nasusunog na basura sa Tarlac River Dike, Sitio Planas, Barangay Tibagan, Tarlac City. Biglang nawalan ng kontrol ang minamaneho niyang tribike at bumulusok sa nasusunog na basurahan."
0,"Sina Angelino Pertierra at Paul John Cuzon ay sina Angelino Pertierra at Paul John Cuzon sa kanilang mga balikat sa paggabay sa Cardinals, na nagposte ng 11 at 10 puntos, ayon sa pagkakasunod. Sa serbisyo pa lamang ay nakahabol ang Heavy Bombers kung saan pareho silang nagtala ng apat na service ace ng Cardinals na tumama ng 53 hits kumpara sa 44 ng Cardinals, bukod pa sa 7 blocks at 33 digs kumpara sa 4 at 26 lamang ng JRU. Pinangunahan ni Michael Tobias ang JRU, na ibinagsak ang kanilang ikalimang panalo sa pitong laro, na nagposte ng 14 puntos. Nakabawi ang Lady Bombers sa women's division nang talunin ang Lady Bombers sa apat na set, 25-21, 23-25, 25-15, 25-12. Umiskor si Maria Shola Alvarez ng 26 puntos na kinabibilangan ng 19 hits, 3 block at 3 ace habang nag-ambag ng tig-11 puntos ang magkatuwang sina Laela Lopez at Rosali Pepito para gabayan ang Lady Bombers sa panalo, ang kanilang ikaapat sa pitong laro na nagpatibay sa kanilang hawak sa ikalimang puwesto."
0,"Umaasa ang kampo ni Belmonte na matukoy at mabubunyag ang tunay na utak ng pananambang sa pagsasampa ng kaso. Inaresto ng Special Investigation Task Group (SITG) Belmonte nitong Sabado nang matunton ng mga pulis ang pinagtataguan ng suspek na si Dominador Tumala 62, ng Bgy. Osmena, Zamboanga del Norte. Naniniwala si Belmonte, na susunod ang utak ng pananambang kapag kumanta si Tumala. Sinabi ng pulisya na ang pagkakahuli kay Tumala ay magiging daan upang malaman kung sino ang nag-utos sa kanya upang makamit ng mga biktima ang hustisya. Kinasuhan si Tumala ng multiple murder, multiple frustrated murder sa provincial prosecutor's office sa Misamis Oriental."
0," Inaresto ng mga rumespondeng pulis ang suspek na si Gabby Batican, residente ng Polomolok, South Cotabato matapos ang isang oras na hostage drama sa loob ng Campus Radio, isang affiliate radio station ng GMA network, malapit sa pamilihang bayan."
0,"Ilang trak na puno ng mga bato at buhangin ang naka-park sa labas ng gate ng opisina ni Zia sa Gulshan, Dhaka at sa pasukan ng gusali kung saan siya nakakulong simula noong Sabado ng gabi. Walang sinuman ang pinapayagang pumasok at lumabas sa lugar."
0," In short, hindi 'happy' si WG dahil kinukunsidera ng mga taga Singko na insultuhin sila ni Bayani dahil dapat kasama siya sa sitcom na 2 1/2 Daddies na pinagbibidahan nina Robin Padilla, Rommel Padilla at BB Gandanghari."
0," SAN ANTONIO (AP) - Nangangailangan ng tulong ang San Antonio Spurs matapos na magtamo ng mga pinsala at magkasunod na pagkatalo ang kanilang mga pangunahing manlalaro. Ang pagbabalik ni Patty Mills ay nagbigay-buhay muli sa Spurs, at ang kakayahang mapagtagumpayan ang emosyonal at pisikal na laban laban sa Houston Rockets ay nagbigay sa kanila ng talagang gusto nila - isang panalo."
0,"Kung hindi aaksyunan ang ilang NSA's na wala pa ring ulat, posibleng hindi sila mapabilang sa 28th Southeast Asian Games. Ito ang ipinaalala ng Team Philippines Management Committee member at PSC Chairman Richie Garcia matapos isumite ng 33 national sports associations (NSA's) ang kanilang listahan para sa mga atleta na nais nilang makalaban sa bawat dalawang torneo mula Hunyo 5 hanggang 16. “Huwag sabihin sa amin. na hindi namin sila pinaalalahanan,"" sabi ni Garcia. ""Sinabi namin sa kanila na ang CoA memorandum ay inilabas ilang buwan na ang nakakaraan kaya hindi nila masasabing hindi nila alam."" Halos kalahati ng mga NSA na sasabak sa SEA Games sa Singapore ay kabilang sa mga hindi pa nakaka-liquidate ng kanilang mga ginastos na pondo habang karamihan sa mga asosasyon ay hindi pa rin nakakakumpleto ng hinihiling na dokumento ng CoA. Matatandaang naglabas ang CoA ng memorandum na nag-aatas sa NSA's na magsumite ng Securities and Exchange Commission (SEC) registration, election results, list of officials at official certification mula sa POC bago payagang humiling ng pondo."
0,"Nabigo si Silva sa isang pre-fight exam, na nagpositibo sa Drostanolone metabolites, ayon sa pahayag. Si Diaz, sa kabilang banda, ay bumagsak sa isang post-fight exam para sa marijuana, tulad ng iniulat ng Yahoo! Sports columnist na si Kevin Iole."
0," ""Ipapatupad natin ang integration sa February 1, 2015 sa kabila ng apela mula sa sektor ng OFWs at mga nakabinbing mosyon na hindi pa nareresolba ng korte,"" ani Villaluna. Si OFW Family Club party-list Rep. Roy Seneres na magsasampa sila ng contempt charges sa Pasay Regional Trial Court laban kay MIAA Gen. Manager Angel Honrado dahil sa pagsasama ng terminal fee laban sa umiiral na regulasyon na hindi saklaw ang mga OFW sa pagbabayad ng naturang bayad."
0,"Sinabi ni Makati City Police Chief Senior Supt. Ernesto Barlam kasama ang kanyang mga tauhan upang agad na arestuhin ang suspek na si Edrian Mendoza, ng 4040 Gen. Luna St., Brgy., Cembo, Makati City matapos makatanggap ng reklamong pangmomolestya ng isang dalagita na nakatira sa Sampaloc, Maynila. Sa reklamo ng pulisya ng biktima na kasama ng kanyang ina noong Pebrero 3, nangyari ang panggagahasa noong Enero 15 sa isang bahay sa Barangay Guadalupe Nuevo, Makati City. Giit ng dalaga, pinainom muna siya ng suspek ng shabu at dito umano siya ginahasa ng lalaki. Ayon sa pulisya, binantaan umano ni Mendoza ang biktima na may masamang mangyayari sa kanya kapag nagsumbong ito sa pulisya. Dahil sa labis na takot, hindi agad iniulat ng biktima ang sinapit ng suspek sa kanyang mga magulang."
0," Nagbibigay ito ng kalayaan sa relihiyon, nagbibigay ng mga posisyon sa gobyerno batay sa merito at ipinagbabawal ang pribilehiyong nakabatay sa kapanganakan. Ang kalapastanganan, paninirang-puri at iba pang mga gawa laban sa relihiyon ay hindi mga krimen sa code. Gayunpaman, hindi tumigil ang pang-aalipin."
0,"Tampok din sa episode ngayong umaga ang mga babaeng may polycystic ovary syndrome o PCOS o nakakaranas ng iregular na regla, kaya nahihirapan silang magbuntis. Ang mga babaeng may PCOS ay nahihirapan ding magbawas ng timbang at kadalasan ay may mas oili na balat na nagreresulta sa mga breakout. Matuto mula sa Pinoy MD ng ilang mahahalagang tip para sa mga may PCOS. May mga naniniwala na kapag laging sumisigaw ang isang tao, mas malaki ang posibilidad na magkaroon ng goiter. Ang iba, naniniwala na ang pagkain lang ng seaweed ang gamot sa goiter. Totoo ba ang mga paniniwalang ito? Susuriin din ito ng mga eksperto ngayong Sabado."
0, Ito ang inihayag ni TATAP president Ting Ledesma sa paglulunsad ng buong programa ng asosasyon noong 2015 sa hangaring mapalawak at mapaunlad pa ang table tennis sa bansa.
0,"Nahaharap si Ballesteros sa kasong administratibo at drug trafficking matapos ang drug buy-bust operation sa Bgy. Madamba sa nasabing lungsod. Nakumpiska kay Ballesteros ang isang sachet ng hinihinalang shabu na nagkakahalaga ng P1,000 at marked money na P1,000. Ayon sa pulisya, bago naaresto ang suspek, hinabol muna nito ang mga kapwa pulis. Isang pulis din ang nagsilbing poseur-buyer sa operasyon."
0," ""Walang nakakaalam kung ano ang eksaktong sinabi kay Adam, ngunit ito ay tulad ng, 'Nagkaroon ka na ng sapat, oras na upang ihinto ang pag-inom',"" sinabi ng isang tagaloob sa Daily Mail noong Biyernes. ""Whatever it was, the next thing the other man has blood over his face and a cut eyebrow. It's ironic kasi they work together and we all thought they were friends."" Sinubukan ni Mark Flanagan, manager ng royal kitchen, na iligtas si Steele mula sa pagkakatanggal, ngunit nabigo. Idinagdag ng tagaloob: ""Gusto ni Mark na panatilihin siya dahil ang trahedya ay si Adam ay isang napakahusay na chef, at sikat sa mga royal."""
0,"Nanawagan ang Palasyo sa lahat ng motorista na huwag magdulot ng matinding traffic sa pagbisita ni Pope Francis sa bansa noong Enero. Pinaalalahanan din ng Palasyo ang publiko na maging disiplinado upang maiwasan ang anumang hindi magandang pangyayari habang nasa bansa ang pinakamataas na pinuno ng Simbahang Katoliko. Ayon kay Presidential Communications Secretary Sonny Coloma, dapat sumunod ang mga motorista sa traffic enforcers para sa maayos na daloy ng trapiko, lalo na sa mga kalsada ng Santo Papa sa kanyang pagbisita mula Enero 15 hanggang 19. Sa kasalukuyan, patuloy ang paghahanda para sa malaking okasyon na ito ang pagbubukas ng isang bagong toan kung saan prayoridad ang mga kalsada ng Papa sa Tacloban kabilang ang paliparan at ang national highway mula Tacloban hanggang Palo, Leyte. Tiniyak din na magiging stable ang power supply sa papal visit. Hanggang sa matapos ang misyon ng Santo Papa sa Pilipinas, huwag hayaang mamatay ang init at tigas ng ulo ng ating motorista."
0,"Kasama ng Elasto Painters ang defending champion Purefoods Star (5-3) sa ikatlong posisyon na kasalukuyang may laban sa lider ng liga na Talk 'N Text sa isang out of town game sa Davao City habang nagsasara ang pahinang ito. Sa kabilang banda, kasunod nila ang Kings na nasa ikaapat na puwesto na may 4-4 (win-loss) record, kung saan nanguna ang NLEX at Globalport sa unang laro. Parehong galing sa pagkatalo, ang Elasto Painters noong Biyernes sa kamay ng San Miguel Beer, 114-129, at ang Kings sa Road Warriors noong Miyerkules, 90-96, ay tiyak na magiging mahirap na laban ng magkabilang panig na naghahangad na makabalik. sa winning track upang makakuha ng mas magandang posisyon sa 8-team quarterfinals. Batay sa format nitong mid-season conference, walong koponan ang uusad sa playoff round kung saan ang nangungunang dalawang koponan ay may twice-to-beat na kalamangan laban sa No. 8 at No. 7 squads habang ang best-of-three ay ang laban para sa koponang papasok sa No. 3 hanggang No. 6. May pagkakataon pang humabol para sa dalawang nangungunang puwesto, kailangang bumalik ang Elasto Painters sa bilog ng nanalo at walisin ang natitirang dalawang laban at umaasa na ang dominanteng Talk Ang 'N Text at Meralco Bolts na parehong may card 6 ay nabigo sa huling dalawang laro -2 (win-loss). Una, maghihiwalay ang landas ng NLEX Road Warriors at Globalport Batang Pier sa hangarin nilang maitala ang kanilang ikalimang panalo para umangat sa ikaapat na puwesto kung saan sila ngayon ay nakatali sa Kings. Hinahangad ng Road Warriors na palawigin ang kanilang tatlong sunod na panalo, ang huli ay laban sa Kings noong Marso 11 sa Ynares Sports Center sa Antipolo, 96-90. Gaya ng dati, aasa ang NLEX sa masipag na import na si Al Thorton na umiskor ng 50 puntos sa huling laban nila sa Kings kasama ang mga lokal na beterano na sina Asi Taulava, Mac Cardona, Rico Villanueva at KG Canaleta."
0,Inaabangan ng marami ang bagong tambalang ito nina Jasmin at Tom. Magaling si Jasmin sa pagho-host at kilala rin si Tom bilang isang magaling na disc jockey. Sana maging sikat ang palabas na ito.
0," Hindi namin napanood ang nasabing episode ng A&A dahil wala kami sa bansa pero kinumpirma ni Bossing DMB na nag-guest nga ang dalaga at na-PM din kami na maganda ang kinalabasan at exposure ni Jasmin. Pero hindi ito ang unang guesting ni Jasmin sa ABS-CBN, napanood na siya dati sa It's Showtime. At sa pagkakaalam namin, pinapayagan ng TV5 management na mag-guest ang mga artista nila sa ibang TV networks maliban na lang kung binago."
0,"Sa hiwalay na kasong kriminal na isinampa sa Department of Justice (DoJ), kinilala ni Bureau of Internal Revenue (BIR) Commissioner Kim Jacinto Henares ang akusado na sina Dr. Benedict Lazatin ng St. Luke's Medical Center at Ignacio de Guia Santos, may-ari ng IDS Employment Services sa Pulilan, Bulacan. Ang ikatlong respondente ay si Thomas Pohang III, presidente ng TFN Far East, wholesaler ng Mabini St., Caloocan City. Sinampahan ng kaso si Lazatin dahil sa umano'y hindi pagbabayad ng P25.9 milyong halaga ng buwis at value added tax. Idineklara umano ng doktor na wala siyang kinikita sa kanyang propesyon mula 2006 hanggang 2012. Gayunpaman, noong 2013, nagbayad siya ng P1.9 milyon na buwis sa BIR. Batay sa nakalap na impormasyon ng BIR mula sa St. Luke's College of Medicine, St. Luke's Medical Center at Maxicare Healthycare Corporation, umabot sa P18 milyon ang kita ni Lazatin mula 2006 hanggang 2012. Hindi rin nakarehistro si Lazatin bilang VAT taxpayer dahil lumampas ang kanyang annual income ang VAT threshold na P1.5 milyon. Samantala, ang pinakamataas na tax deficiency assessment na P238.7 milyon ay ipinataw kay Pohang at P3.6 milyon kay Santos."
0,"Ayon kay MILF spokesperson Mahagher Iqbal, ang akusasyon na ibinunyag ni Fr. Eliseo ""Jun"" Mercado na binili ng gobyerno ang mga armas ng PNP-SAF para maibalik ng MILF ang ilan sa mga ito."
0," Tinaguriang ""Angler,"" ang nasabing smartphone ay may 16-Megahertz processor, 4.5-inch black-and-white LCD display, may stylus support, at pinapagana ng nickel-cadmium na baterya."
0," ""Sa pagsasaalang-alang sa kaligtasan, pamamahala at iba pang mga kadahilanan, nagpasya ang Yuyuan Tourist Mart na kanselahin ang 2015 Yu Garden Lantern Festival,"" sabi ng kumpanyang nag-aayos ng kaganapan sa kanilang website noong Sabado."
0,"Sinabi ng chef de mission ng Team Philippines na si Julian Camacho na pangungunahan ni Kiefer Ravera ang 48 iba pang pinakamahusay na amateur cager ng bansa sa listahan na kinabibilangan din ng orihinal na miyembro ng Gilas Pilipinas at naturalized center na si Marcus Douthit. “We have set March 1 as the deadline of submission for the final composition of all teams in individual sports,” ani Camacho tungkol sa koponan na gagabayan ng bagong coach at dating Australian national coach na si Tab Baldwin. Hinahangad ng Pilipinas na palawigin ang kanilang gold medal streak sa 12 sunod na taon matapos ang huling pagkabigo sa biennial tournament noong 1989. Mayroon na itong kabuuang 16 na gintong medalya at isang pilak mula nang lumahok sa SEA Games. Si Ravena ay kabilang sa huling koponan na ginabayan ni multi-titled coach Joseph Uichico sa gintong medalya kasama ang kapwa baguhang si Bobby Ray Parks Jr. at ngayon ay sina Greg Slaughter, Jake Pascual, Ronald Pascual, Kevin Louie Alas, RR Garcia, Terrence Romeo at Raymund Almazan ay mga propesyonal. Ang listahan ay binubuo ng mga manlalaro mula sa iba't ibang liga sa bansa na pinamumunuan ng UAAP at NCAA kung saan sina Scottie Thompson, Kobe Paras, Moala Tautuaa, Roi Sumang, Baser Amer, Mike Tolomia, Mark Belo, Arnold Van Opstal ay naglalaro, Gelo Alolino, Glenn Khobuntin at Mark Tallo. Ilang propesyonal na manlalaro na kabilang sa orihinal na Gilas Pilipinas ang kasama rin sa listahan na maaaring isama sa komposisyon para mas mapalakas ang pambansang koponan."
0,"Ang biktima na hindi nakilala ng pulisya base sa kahilingan ng pamilya ay isang retiradong empleyado ng bangko at residente ng Las Palmas Subdivision, Barangay Taculing, Bacolod City. Sa imbestigasyon ng pulisya, huminto sa harap ng East View Hotel Bacolod ang isang Toyota SUV na sinakyan ng biktima nang lapitan ito ng dalawang suspek na sakay ng motorsiklo at pinaputukan gamit ang kalibre 45 na pistola."
0,"""Ang mga ulat na pinalabas ako ng mga tauhan ng PNP mula sa Custodial Center ay ganap na mali,"" Revilla said. Una nang napabalita na umalis si Revilla sa detention compound noong Valentine's Day, February 14, para bisitahin si Enrile, na kaarawan noong araw na iyon. Pawang nakakulong sa PNP headquarters sina Enrile, Revilla at Sen. Jose ""Jinggoy"" Estrada dahil sa pagkakasangkot sa P10-bilyong pork barrel fund scam. Bandang alas-3:00 ng hapon ng nasabing araw, ayon kay Revilla, isinugod siya sa PNP General Hospital matapos siyang pawisan ng malamig, makaramdam ng paninigas at pananakit sa leeg, batok at likod, at matinding migraine attack. ""Lumalabas na nagkaroon ako ng spike sa aking presyon ng dugo,"" sabi niya. ""Dinala ako sa ospital ng mga Guards ng Custodial Center pagkatapos ng written request kay Col. Fabro, ang Director ng Custodial Center. Kasama ko ang dalawa kong anak na sina Bryan at Vice Gov. Jolo,"" dagdag ng senadora. Sinabi ni Revilla na maging ang PNP ay nilinaw ang isyu. “Wala pang 30 minuto akong nag-stay sa ospital at agad akong dinala pabalik sa aking detention cell para magpahinga, pagkatapos ma-take ang blood pressure ko at ma-injection ng gamot,” he said."
0,"Iminungkahi rin ng grupo sa publiko na huwag kumain ng karne at kumain lamang ng mga gulay, o vegan diet, ngayong Holy Week. Imbes na mag-outing o mamasyal ang pamilya, inihayag ng EcoWaste na mas mabuting itabi ang perang panggastos o i-donate sa mga charitable institution."
0," Sa pocket presscon nina Alex Gonzaga at Alonzo Muhlach, nakilala namin ang bagong business unit head ng Dreamscape Entertainment, bilib si Mr Rondel Lindayag sa anak ni Nino Muhlach dahil very professional ito kahit murang edad."
0," Ang mga larawan ay nagpapakita ng 88-taong-gulang na si Castro sa kanyang tahanan kasama ang kanyang asawang si Dalia habang nakikipagpulong sa pinuno ng unyon ng mga mag-aaral, at inilathala sa pahayagan ng estado, Granma, at iba pang opisyal na media."
0,"""Isang buwan pagkatapos ng insidente at heto kami, patuloy pa rin ang pag-usad ng mga emosyon. Ang mga pagdinig sa Senado na ginawa namin tungkol sa insidente sa Mamasapano ay nagtaas ng mas maraming katanungan kaysa sa mga sagot. humantong sa amin na magpasya at kumilos nang masama,"" ayon kay Guingona. Sinabi pa nito na kukunin ng TC ang resulta ng imbestigasyon ng Board of Investigation (BOI), ang senate committee report sa Department of Justice (DOJ) at maging ang imbestigasyon ng Moro Islamic Liberation Front (MILF). Ang TC ay sinusuportahan ng mga tagapagtaguyod ng kapayapaan tulad ng Friends of Bangsamoro, Women's Peace Table, Lanao Peace Partners, Mindanao Peaceweavers, Intercultural Organizations' Network for Solidarity and Peace, Catholic Bishops Conference of the Philippines (CBCP), at Association of Major Religious Superiors sa Pilipinas (AMRSP)."
0,"Batay sa mga papeles na inihain noong Disyembre sa San Francisco Superior Court, ang kanyang asawang si Susan, ay inakusahan ang mga anak ni Williams ng kanyang dating asawa ng pag-claim ng ilang mga item nang walang pahintulot."
0," Kinasuhan din ng Ombudsman si Joselito Flordeliza, presidente ng National Organization for Agricultural Enhancement and Productivity Incorporated (NOAEPI); Mga empleyado ng Dane Publishing House na sina Leonicia Llarena at Minda Bombase; at mga pribadong indibidwal na sina Jaime Paule, Marilyn Araos, at Marites Aytona. Inirekomenda ng Ombudsman ang P30,000 na piyansa para sa bawat akusado. Ang kaso ay isinampa ni Graft Investigation and Prosecution Officer I Karla Maria Barrios, miyembro ng Special Panel for Fertilizer Fund Scam. Nakasaad sa charge sheet na nakipagtulungan umano si Ali sa pagpabor sa NOAEPI sa Farm Inputs and Farm Implements Program (FIFIP) project ng Department of Agriculture (DA) noong 2004 bagama't hindi ito pumasa sa qualification ng Commission on Audit."
0,"Sinamahan ni Roxas ang 18 engineers mula sa Department of Public Works and Highways (DPWH) at 15 mula sa DILG para tumulong sa mga lokal na pamahalaan sa pagbangon ng probinsya mula sa magnitude 7.2 na lindol noong Oktubre 2013. Patunay pa rin ito ng ""buong gobyerno approach"" na nilayon ni Pangulong Benigno S. Aquino III na huwag pansinin ang sinuman pagdating sa paghahatid ng tulong, anuman ang kaakibat ng partido. Sa kabuuan, umabot sa P2.4 bilyon ang inilaan ng pamahalaan sa pamamagitan ng DILG bilang bahagi ng Bohol Earthquake Assistance (BEA) fund para sa lalawigan. distrito , mahigit P666 milyon para sa ikalawang distrito, at mahigit P334 milyon para sa ikatlong distrito."
0,"Muling inulit ni Lee ang kanyang kabayanihan tatlong araw na ang nakalilipas, nang iligtas niya ang Rain or Shine sa pamamagitan ng limang krusyal na foul throws sa namamatay na segundo ng kanilang laban sa Globalport para iposte ang 104-98 panalo. Muling nagningning ang ipinagmamalaking anak ng Tondo sa kanyang ipinost na 25 points at 5 rebounds habang tinatamaan ang lahat ng 10 free throws niya. Dahil sa kanyang pagganap, napili si Lee na maging Accel-PBA Press Corps Player of the Week mula Pebrero 2-8. At ang mahalaga ay naitala rin ng Rain or Shine ang kanilang unang back-to-back win sa nagpapatuloy na PBA Commissioner's Cup matapos mabigo sa kanilang unang laban sa Talk 'N Text, 89-86. Ang dating University of the East (UE) shooting guard ay nag-average ng 25.0 points, 4.5 rebounds at 2.0 assists, habang nagpo-post din ng 57.1 percent shooting mula sa field at perpektong 16-of-16 mula sa foul line. Ayon kay Lee, gusto niyang magkaroon ng impact bilang starter dahil isa siya sa inaasahan ni coach Yeng Guiao na mamuno sa koponan. “Malaking challenge sa akin na everytime na sisimulan niya ako (Guiao), kailangan kong magsimula nang maayos,” ani Kay Lee."
0,"Ito ang opinyon ng National Union of Students of the Philippines (NUSP), dahil sa kawalan ng kakayahan ng gobyerno, partikular ng Commission on Higher Education (ChEd), na pigilan ang pagtaas ng mga bayarin, partikular ang matrikula."
0," Samahan ang power trio hosts 3rd District Negros Occidental Representative, House Committee on Housing and Urban Development Chairman Alfredo 'Albee' Benitez, model at beauty queen sa paggawa nina Ms. Marjorie Cornillez at komedyante na si Jayson Gainza sa kanilang paglilibot sa buong Pilipinas. Dadalhin tayo ng Kool Trip sa isang masayang paglalakbay kasama si Congressman Albee na sasagot sa mahahalagang isyu, kabilang ang kultural at makasaysayang aspeto. Sasamahan tayo ni Marjorie Cornillez na tikman ang mga authentic dishes at native delicacies na ipinagmamalaki ng bawat lugar sa Pilipinas."
